Undefined,#genre#
张家界1_(240p)_[Not_24/7],http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
张家界2台_(240p)_[Not_24/7],http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
徐州-1_(1080p),http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8
徐州-3_(1080p),http://183.207.249.7/PLTV/3/224/3221225949/index.m3u8
徐州-4_(1080p),http://183.207.249.15/PLTV/3/224/3221225951/index.m3u8
徐州公共频道_(1080p),http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8
徐州新闻综合_(1080p),http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
徐州贾汪旅游_(576p),http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221227389/index.m3u8
房山电视台_(576p),https://live.funhillrm.com/2/playlist.m3u8
抚州公共_(270p),http://111.75.179.195:30767/video/live_vide2.m3u8
抚州综合频道_(270p)_[Not_24/7],http://111.75.179.195:30767/video/live_vide.m3u8
敦煌电视台_(1080p),http://117.156.28.119/270000001111/1110000028/index.m3u8
文山综合_(1080p)_[Not_24/7],http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
新昌休闲影视_(1080p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
新昌新闻综合_(1080p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新泰乡村党建_(480p)_[Not_24/7],http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
新泰影视频道_(480p)_[Not_24/7],http://111.17.214.4:1935/live/xtys/playlist.m3u8
新泰生活_(480p)_[Not_24/7],http://111.17.214.4:1935/live/xtsh/playlist.m3u8
新泰综合_(480p)_[Not_24/7],http://111.17.214.4:1935/live/xtzh/playlist.m3u8
新疆卫视_(540p),http://112.25.48.68/live/program/live/xjws/1300000/mnf.m3u8
新疆少儿_(720p),http://livehyw5.chinamcache.com/hyw/zb12.m3u8
新疆汉语信息服务_(720p),http://livehyw5.chinamcache.com/hyw/zb11.m3u8
新疆汉语综艺_(720p),http://livehyw5.chinamcache.com/hyw/zb04.m3u8
新郑综合_(1080p)_[Not_24/7],http://live.dxhmt.cn:9081/tv/10184-1.m3u8
旺苍新闻_(528p)_[Not_24/7],http://3g.dzsm.com/streamer/gycttv.m3u8
星空卫视_(576p),http://218.202.220.2:5000/nn_live.ts?id=STARTV
晋中公共_(1080p)_[Not_24/7],http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中综合_(1080p),http://jzlive.jztvnews.com:90/live/jzzh.m3u8
景县电视一套_(360p)_[Not_24/7],http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
智慧教育_(576p),http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
东光一套_(576p),http://hbdg.chinashadt.com:1936/live/stream:dgtv1.stream/playlist.m3u8
东光二套_(576p),http://hbdg.chinashadt.com:1936/live/stream:dgtv2.stream/playlist.m3u8
东光综艺_(576p),http://hbdg.chinashadt.com:1936/live/stream:dgzy.stream/playlist.m3u8
松原新闻综合,https://stream2.jlntv.cn/sytv/sd/live.m3u8
林正英,http://epg.112114.xyz/douyu/218859
欧美大片1,http://epg.112114.xyz/douyu/20415
欧美大片2,http://epg.112114.xyz/douyu/2793084
欧美大片3,http://epg.112114.xyz/douyu/9249162
武汉外语_(576p),http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉文体_(480p),http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉经济_(360p),http://stream.appwuhan.com/4tzb/sd/live.m3u8
武进新闻_(576p)_[Not_24/7],https://live.wjyanghu.com/live/CH1.m3u8
武进生活_(576p)_[Not_24/7],https://live.wjyanghu.com/live/CH2.m3u8
永新电视一套_(576p),http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
永新电视三套_(576p),http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
永新电视二套_(576p),http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
江津文化旅游_(576p),http://222.179.155.21:1935/ch2.m3u8
江津新闻综合_(480p),http://222.179.155.21:1935/ch1.m3u8
江津经济生活_(480p),http://222.179.155.21:1935/ch0.m3u8
江苏_Ⅰ_连云港公共_(480p)_[Not_24/7],https://live.lyg1.com/ggpd/sd/live.m3u8
江苏_Ⅰ_连云港综合_(480p)_[Not_24/7],https://live.lyg1.com/zhpd/sd/live.m3u8
江苏体育_(576p),http://183.207.248.71/gitv/live1/G_JSTY/G_JSTY
江苏公共_(576p),http://183.207.248.71/gitv/live1/G_JSGG/G_JSGG
江苏卫视_(1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏城市_(576p),http://183.207.248.71/gitv/live1/G_JSCS/G_JSCS
江苏影视_(576p),http://223.110.243.134/PLTV/4/224/3221225937/index.m3u8
江苏教育_(576p),http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏综艺_(576p)_[Not_24/7],http://183.207.248.71/gitv/live1/G_JSZY/G_JSZY
江西卫视_(1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
沧县电视二套_(576p),http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8
沧县电视综合_(576p),http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8
河北公共,http://121.19.134.246:808/hls/24/index.m3u8
河北农民,http://121.19.134.246:808/hls/25/index.m3u8
河北卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北影视,http://121.19.134.246:808/hls/22/index.m3u8
河北经济,http://121.19.134.246:808/hls/20/index.m3u8
河北都市,http://121.19.134.246:808/hls/21/index.m3u8
河南卫视_(576p),http://183.207.248.71/cntv/live1/henanstv/henanstv
河源公共_(540p),https://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合_(540p),https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
洪雅新闻综合_(1080p),http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8
浙江6套_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江_Ⅰ_浙江休闲_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江_Ⅰ_浙江国际_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8
浙江_Ⅰ_浙江少儿_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江_Ⅰ_浙江教育_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江_Ⅰ_浙江新闻_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江_Ⅰ_浙江易购_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel11/720p.m3u8
浙江_Ⅰ_浙江留学_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel09/720p.m3u8
浙江_Ⅰ_浙江经济_(720p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江_Ⅰ_绍兴影视_(720p),http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江_Ⅰ_绍兴综合_(576p),http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
浙江公共_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江卫视_(1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江影视_(720p),https://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
海南卫视_(720p)_[Not_24/7],http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
海南州藏语频道_(480p),http://live.hnzzzzzdst.com/channel1/sd/live.m3u8
海盐新闻_(720p),http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
海西州综合_(576p),http://stream.haixitv.cn/1/sd/live.m3u8
涡阳新闻综合_(360p),http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
深圳卫视_(1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
湖北_Ⅰ_荆门公共台_(1080p),http://jingmen.live.cjyun.org/video/s10101-jmggpd.m3u8
湖北卫视_(1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖南卫视_(1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南都市_(576p),http://hnsd.chinashadt.com:2036/live/stream:hunandushi.stream/playlist.m3u8
湘潭公共_(576p),http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合_(720p),http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
滁州公共_(450p),http://183.167.193.45:1935/live/cztvgg/playlist.m3u8
滁州市广播电视台_公共频道_(400p),http://live.cztv.cc:85/live/ggpd.m3u8
滁州新闻综合_(450p),http://183.167.193.45:1935/live/cztvzh/playlist.m3u8
滦县综合_(576p),http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦县综艺_(576p),http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
滨州公共电视剧_(576p),http://stream.bzcm.net/1/sd/live.m3u8
滨州新闻综合_(576p),http://stream.bzcm.net/2/sd/live.m3u8
滨州测试_(576p),http://stream.bzcm.net/4/sd/live.m3u8
滨海新闻_(1080p),http://60.30.52.41/live/bhtv1/playlist.m3u8
滨海都市_(1080p),http://60.30.52.41/live/bhtv2/playlist.m3u8
漳州新闻综合_(720p)_[Not_24/7],https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
灵台新闻综合_(1080p),http://117.156.28.119/270000001111/1110000145/index.m3u8
炫动卡通_(576p),http://223.110.245.139/PLTV/4/224/3221226388/index.m3u8
无线新闻台,https://pull-f5-spe.ixigua.com/yeslivetv.com/446133069-816601364/index.m3u8
无线财经·体育·资讯台,https://pull-f5-spe.ixigua.com/yeslivetv.com/944048695-106799677/index.m3u8
甘肃公共_(540p)_[Not_24/7],https://hls.gstv.com.cn/49048r/3t5xyc.m3u8
甘肃卫视_(1080p),http://39.134.39.38/PLTV/88888888/224/3221226240/index.m3u8?from=26&hms_devid=685&icpid=88888888
甘肃移动_(540p)_[Not_24/7],https://hls.gstv.com.cn/49048r/y72q36.m3u8
生活_(576p),http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227311/index.m3u8
电白视窗_(360p)_[Not_24/7],http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8
电白综合_(360p)_[Not_24/7],http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8
白城新闻综合,https://stream2.jlntv.cn/baicheng1/sd/live.m3u8
白山新闻综合,https://stream2.jlntv.cn/baishan1/sd/live.m3u8
百事通体育1_(1080p)_[Not_24/7],http://112.25.48.68/live/program/live/hdnba1/4000000/mnf.m3u8
百事通体育2_(1080p)_[Not_24/7],http://112.25.48.68/live/program/live/hdnba2/4000000/mnf.m3u8
百事通体育3_(1080p)_[Not_24/7],http://112.25.48.68/live/program/live/hdnba3/4000000/mnf.m3u8
百事通体育5_(1080p),http://112.25.48.68/live/program/live/hdnba5/4000000/mnf.m3u8
百事通体育7_(1080p)_[Not_24/7],http://112.25.48.68/live/program/live/hdnba7/4000000/mnf.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
石景山电视台_(1080p)_[Not_24/7],https://live.sjsrm.com/bjsjs/sd/live.m3u8
福山生活_(576p)_[Not_24/7],http://live.jiaodong.net:82/tvfushan/hls/tv_shenghuo.m3u8
福州广播电视台新闻综合频道_(FZTV-1)_(1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州广播电视台都市生活频道_(FZTV-3)_(1080p),http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州电视台少儿频道_(FZTV-少儿)_(1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
万州影视文艺_(576p),http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州科教频道_(576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
万州综合频道_(576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
积石山电视台_(1080p),http://117.156.28.119/270000001111/1110000152/index.m3u8
篮球资讯_(576p),http://223.110.245.139/PLTV/4/224/3221227023/index.m3u8
娄底综合_(720p),http://119.39.242.52:1935/live/zonghe/playlist.m3u8
粤语电影2,http://epg.112114.xyz/douyu/6566671
粤语电影3,http://epg.112114.xyz/douyu/1226741
精品电影_(1080p),http://183.207.248.71/cntv/live1/jdianying/jdianying
红牛REDBULL_TV_(720p),https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
纪实人文_(1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
纯享4K_(2160p),http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
继续教育_(576p),http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
罗山电视台_(1080p)_[Not_24/7],http://live.dxhmt.cn:9081/tv/11521-1.m3u8
置业_(576p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8
美国中文电视_(406p)_[Not_24/7],https://jpts.sinovision.net/livestream.m3u8
美国狗狗宠物_(1080p),https://video.blivenyc.com/broadcast/prod/2061/22/desktop-playlist.m3u8
翡翠台,https://pull-f5-spe.ixigua.com/yeslivetv.com/291403ea-fabd-4dc1-bdfa-f14ebe74411e/index.m3u8
耀才财经,http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8
肃州电视台_(1080p),http://117.156.28.119/270000001111/1110000123/index.m3u8
舟山公共生活_(720p),http://live.wifizs.cn/ggsh/sd/live.m3u8
舟山群岛旅游_(720p),http://live.wifizs.cn/qdly/sd/live.m3u8
芜湖公共_(576p),http://live1.wuhubtv.com/channel3/sd/live.m3u8
芜湖新闻综合_(576p),http://live1.wuhubtv.com/channel1/sd/live.m3u8
芜湖生活_(576p),http://live1.wuhubtv.com/channel2/sd/live.m3u8
荣昌综合_(404p)_[Not_24/7],http://183.64.181.25:40023/rongchang01.m3u8
莒县图文频道_(720p),http://61.162.225.122:8181/live/test3.m3u8
莒县电视一套_(576p),http://61.162.225.122:8181/live/test1.m3u8
莒县电视二套_(576p)_[Not_24/7],http://61.162.225.122:8181/live/test2.m3u8
萍乡公共频道_(1080p)_[Not_24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv3stream.m3u8
萍乡教育频道_(480p),http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8
萧山新闻综合_(720p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
蓬安新闻综合_(720p)_[Not_24/7],http://palive.patv123.com:8091/live/xwpd_800K.m3u8
芜湖教育频道_(576p),http://live1.wuhubtv.com/channel4/sd/live.m3u8
萧山生活频道_(720p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
袁州综合频道_(576p)_[Not_24/7],http://jxyz.chinashadt.com:8036/live/yz1.stream/playist.m3u8
西安丝路_(404p)_[Not_24/7],http://stream2.xiancity.cn/xatv5/playlist.m3u8
西安乐购购物_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv6/playlist.m3u8
西安影视_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv4/playlist.m3u8
西安新闻_(1080p)_[Not_24/7],http://stream2.xiancity.cn/xatv1/playlist.m3u8
西安白鸽_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv2/playlist.m3u8
西藏卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏藏语_(576p),http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
西青新闻综合_(1080p)_[Not_24/7],http://221.238.209.44:81/hls/live1.m3u8
贝爷影厅,http://epg.112114.xyz/douyu/252802
贵州卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
赵县电视一套_(360p),http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8
赵县电视二套_(360p),http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8
辛集新闻频道_(480p)_[Not_24/7],http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
辛集生活频道_(480p)_[Not_24/7],http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
辽宁卫视_(1080p),http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8
辽源新闻综合,https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
迪庆综合_(1080p),http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8
迪庆藏语_(576p),http://stream01.dqtv123.com:1935/live/diqingzangyu.stream/playlist.m3u8
通化新闻,https://stream2.jlntv.cn/tonghua1/sd/live.m3u8
通州电视台_(720p),http://pull.dayuntongzhou.com/live/tztv.m3u8
邗江资讯_(576p),http://223.110.245.139/PLTV/4/224/3221227154/index.m3u8
邢台城生,http://222.223.119.21:8888/newlive/live/hls/55/live.m3u8
邢台综合,http://222.223.119.21:8888/newlive/live/hls/54/live.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
邵东综合_(576p),http://hnsd.chinashadt.com:2036/live/stream:shaodong.stream/playlist.m3u8
重庆卫视_(1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
金昌公共频道_(240p),http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合频道_(720p),http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
长乐综合,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
长春综合,https://stream2.jlntv.cn/jlcc/sd/live.m3u8
长沙地铁移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙经贸,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
长沙购物,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_354.m3u8
陕西卫视_(540p),http://112.25.48.68/live/program/live/sxws/1300000/mnf.m3u8
隆化影视_(576p),http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合_(576p),http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
随州综合_(720p)_[Not_24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8
随州农村_(720p)_[Not_24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8
集安综合,https://stream2.jlntv.cn/ja/sd/live.m3u8
霍山综合_(576p),http://ahhs.chinashadt.com:1936/live/stream:hs1.stream/playlist.m3u8
霸州公共频道_(576p)_[Not_24/7],http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少儿频道_(576p)_[Not_24/7],http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
霸州文化频道_(576p),http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
霸州新闻频道_(576p),http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
青州文化旅游_(576p),http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州生活_(576p),http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合_(576p),http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青海卫视_(1080p),http://live.geermurmt.com/qhws/sd/live.m3u8
靖江新闻综合_(480p)_[Not_24/7],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
静宁综合_(1080p),http://117.156.28.119/270000001111/1110000147/index.m3u8
风尚购物_(1080p),http://183.207.248.71/cntv/live1/fengshanggw/fengshanggw
香港国际财经台,https://pull-f5-spe.ixigua.com/live/YesLiveTV-312f21aa-d8cf-4d55-bd8f-87069342457d/index.m3u8
高台电视台_(1080p),http://117.156.28.119/270000001111/1110000146/index.m3u8
高清电影_(1080p),http://39.134.19.76/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
鹤峰综合,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
鹿泉一套_(576p)_[Not_24/7],http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
鹿泉二套_(576p)_[Not_24/7],http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
黑龙卫视_(720p),http://125.210.152.18:9090/live/HLJWSHD_H265.m3u8
黑龙江_(1080p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫_(1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-heilongjiangstv/HD-2500k-1080P-heilongjiangstv
黔西南公共_(288p),http://live.qxndt.com/channel3/sd/live.m3u8
黔西南综合_(288p),http://live.qxndt.com/channel2/sd/live.m3u8
龙口图文_(576p),http://yslk.chinashadt.com:1635/live/stream:di4.stream/playlist.m3u8
龙口新闻综合_(576p),http://yslk.chinashadt.com:1635/live/stream:di1.stream/playlist.m3u8
龙口生活_(576p),http://yslk.chinashadt.com:1635/live/stream:di2.stream/playlist.m3u8
龙岩综合_(540p),http://stream.lytv.net.cn/2/sd/live.m3u8

News,#genre#
BBC_News_Asia_Pacific_(720p),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
CCTV+_1_(600p)_[Not_24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+_2_(600p)_[Not_24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-13_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
NHK_Chinese_Vision_(720p),https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
滁州市广播电视台_新闻综合频道_(1080p),http://live.cztv.cc:85/live/xwpd.m3u8
舟山新闻综合_(240p),http://live.wifizs.cn/xwzh/sd/live.m3u8
萍乡新闻综合_(576p)_[Not_24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8
酒泉新闻综合_(576p),http://117.156.28.119/270000001111/1110000001/index.m3u8
鹤壁新闻综合_(480p)_[Not_24/7],http://pili-live-hls.hebitv.com/hebi/hebi.m3u8

Business,#genre#
Bloomberg_TV_Asia_(720p),https://bloomberg.com/media-manifest/streams/asia.m3u8
Bloomberg_TV_Asia_Live_Event_(720p),https://bloomberg.com/media-manifest/streams/asia-event.m3u8
CCTV-2_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
徐州经济生活_(1080p),http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
浙江经济生活_(1080p)_[Not_24/7],https://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
点掌财经_(712p),http://cclive.aniu.tv/live/anzb.m3u8
西安商务资讯_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv3/playlist.m3u8

Kids,#genre#
BRTV_Kaku_Childrens_Channel,http://223.111.191.105/downflv.brtvcloud.com/kkkkasd/winfr.m3u8
Toonmax_TV_(576p),http://210.210.155.37/qwr9ew/s/s50/index.m3u8
山东少儿_(406p),http://livealone302.iqilu.com/iqilu/sepd.m3u8

General,#genre#
CCTV-1_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
TV_BRICS_Chinese_(1080p)_[Not_24/7],https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
РТР_Планета_Азия,https://player.smotrim.ru/iframe/stream/live_id/63254

Sports,#genre#
CCTV-5_(1080p),http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
山东体育_(1080p),http://livealone302.iqilu.com/iqilu/typd.m3u8

Movies,#genre#
CCTV-6电影_(1080p),http://1.85.0.62:808/hls/6/index.m3u8

Documentary,#genre#
CCTV-9_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8

Education,#genre#
CCTV-10_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8

Music,#genre#
CCTV-15音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV-16_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8

Animation;Education;Family;Kids;Music,#genre#
Zarok_TV_Sorani_(720p),https://zindisorani.zaroktv.com.tr/hls/stream.m3u8

Animation;Kids,#genre#
优漫卡通_(576p),http://183.207.249.15/PLTV/4/224/3221225933/index.m3u8
金鹰卡通_(576p),http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221226303/index.m3u8

Family,#genre#
四川妇女儿童_(720p)_[Not_24/7],http://scgctvshow.sctv.com/hdlive/sctv7/index.m3u8

Science,#genre#
山东农科_(406p),http://livealone302.iqilu.com/iqilu/nkpd.m3u8

Education;Science,#genre#
滁州科教_(450p),http://183.167.193.45:1935/live/cztvkj/playlist.m3u8
Undefined,#genre#
BesTV超级_(576p),http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226942/index.m3u8
Bread_TV面包台_(720p),https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
CCTV-1_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-2_(1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-4_(1080p),http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
